comment_id,post_id,comment_text,comment_datetime,cleaned_text,polarity,sentiment,relatability_score,relatability
UgyHogRsntigkD3AnuF4AaABAg,aK-8RoZ7qNw,"I can definitely see why you struggled publishing a video talking about this topic, it can hit very wrong if one uses the wrong words. I can't put it in good words but _IQ_ itself can already be split into multiple factors and I know from a video you published some months ago, that _EQ_ also has various shades to it.
That alongside the constructive idea of no longer putting an individual's - let me call it growth - into numbers makes things very difficult to put into perspective.
Personally I daydream here and there to be ahead of everyone else, but realistically speaking? That only really works for very specific scenarios where even my own person still has a lot of unused potential lying on the table.
Definitely an interesting topic that basically makes you reflect either way.",2026-09-12T08:56:24Z,"i can definitely see why you struggled publishing a video talking about this topic, it can hit very wrong if one uses the wrong words. i can't put it in good words but _iq_ itself can already be split into multiple factors and i know from a video you published some months ago, that _eq_ also has various shades to it. that alongside the constructive idea of no longer putting an individual's - let me call it growth - into numbers makes things very difficult to put into perspective. personally i daydream here and there to be ahead of everyone else, but realistically speaking? that only really works for very specific scenarios where even my own person still has a lot of unused potential lying on the table. definitely an interesting topic that basically makes you reflect either way.",0.013333333333333324,Positive,0,Neutral
UgycnJ5FvZudiO4HqmV4AaABAg,aK-8RoZ7qNw,yes you right,2026-09-12T08:53:57Z,yes you right,0.2857142857142857,Positive,0,Neutral
Ugw8hm_SK1B9QIlXh_x4AaABAg,aK-8RoZ7qNw,"1:45 high intelligence individuels are those at the far right of the bell curve, not at the top. 
Have a nice day.",2026-09-12T08:51:37Z,"1:45 high intelligence individuels are those at the far right of the bell curve, not at the top. have a nice day.",0.3291428571428572,Positive,0,Neutral
UgzZCqqyGKGnDm_BcJt4AaABAg,aK-8RoZ7qNw,I think not understanding this at first says enough,2026-09-12T08:31:36Z,i think not understanding this at first says enough,0.125,Positive,0,Neutral
Ugwdgg9-AacN6iL2f5J4AaABAg,aK-8RoZ7qNw,"I have these signs but in reverse, but I am not perfect with it, I still struggle with the signs here talked about in this video in general, as I do use context in everything and use balancing perspectives when it comes to complex topics, like the “gender wars” in the “men vs women” part is basically pointless but I do balance both sides out like I know men sometimes get false accused, but I also know the reality that women are more commonly to actually experience these types of problem in society in general. It’s hard not to get emotional, but I do most of the time have self control with it, even if it’s awkward I do not lash out as I used to. I’m just here because of curiosity to see if I have these signs. Sometimes when I do get thoughts, I have to make sure I am right before assuming so, and I do see other perspectives on both ends, for me I try to conquer the *root cause* of everyday major problems such as racism, or misogyny in general and not fight against the problems. Using historical contexts, key information, and logical reasoning to explain such stuff while in some context open minded to see other’s perspectives which I do not usually lash out against them because they might have information that could be explanatory to seeing the other side and is crucial for understanding the context even more, which makes me balance things out, and try to combine thinking of others with my solutions like when a historical figure did do that and combined ideas for the New American Government back in the early days of the United States, I forgot his name, but yeah that’s how the U.S. Government was made by combining ideas of 2 different opinions and beliefs into one idea and perspective while canceling out what doesn’t work in both terms.",2026-09-12T08:20:51Z,"i have these signs but in reverse, but i am not perfect with it, i still struggle with the signs here talked about in this video in general, as i do use context in everything and use balancing perspectives when it comes to complex topics, like the “gender wars” in the “men vs women” part is basically pointless but i do balance both sides out like i know men sometimes get false accused, but i also know the reality that women are more commonly to actually experience these types of problem in society in general. it’s hard not to get emotional, but i do most of the time have self control with it, even if it’s awkward i do not lash out as i used to. i’m just here because of curiosity to see if i have these signs. sometimes when i do get thoughts, i have to make sure i am right before assuming so, and i do see other perspectives on both ends, for me i try to conquer the *root cause* of everyday major problems such as racism, or misogyny in general and not fight against the problems. using historical contexts, key information, and logical reasoning to explain such stuff while in some context open minded to see other’s perspectives which i do not usually lash out against them because they might have information that could be explanatory to seeing the other side and is crucial for understanding the context even more, which makes me balance things out, and try to combine thinking of others with my solutions like when a historical figure did do that and combined ideas for the new american government back in the early days of the united states, i forgot his name, but yeah that’s how the u.s. government was made by combining ideas of 2 different opinions and beliefs into one idea and perspective while canceling out what doesn’t work in both terms.",0.005511750154607295,Positive,4,Relatable
UgzWsa6F8fT5CZxHYRx4AaABAg,aK-8RoZ7qNw,Even just the thought of being a dumbass made me cry,2026-09-12T08:14:00Z,even just the thought of being a dumbass made me cry,0.0,Neutral,0,Neutral
Ugx5zLG4WcnF0OzuN5N4AaABAg,aK-8RoZ7qNw,"I also relate to #7 the most as a lot of times I react emotionally and afterwards think about how I could have done it better if I thought first. Right now I´m practicing to regulate my emotions better, letting them happen but think about how I want to react to it which is challenging but I noticed the last months how certain situations where things didn´t went as I wanted them to be or things outside my control I could deal with a bit easier or not spiral into negative thoughts (again). I think that depending on where you come from, what your experience are and your personality that it effects your intelligence and especially if you´re experincing a specific situation like a stressful one then it will automatically effect how you think and act. For example a few months back I reacted to something stressful in an emotional way when I was already pretty fragile (mentally) and later on and today I reflected on that situation when I was more stable and think to myself I could have handled it a bit better but at the same time that the outcome would have been the same and in that moment it was important to me to show my honest emotions. From what I learned from that situation is that showing your emotions is not wrong but sometimes it depends on the situation when and how you show them as unfortunately it caused me more trouble then it caused me good even if I got some responses which were more positive then I would have expected. If I have had to judge myself I´d say I´m more on the emotional site but as I said I´m also learning how to regulate my emotions so they don´t always take over my way of thinking and how I react but instead of undermining them I accept them and trying to find balance with my logical thinking and problem solving skills.",2026-09-12T07:44:49Z,"i also relate to #7 the most as a lot of times i react emotionally and afterwards think about how i could have done it better if i thought first. right now i´m practicing to regulate my emotions better, letting them happen but think about how i want to react to it which is challenging but i noticed the last months how certain situations where things didn´t went as i wanted them to be or things outside my control i could deal with a bit easier or not spiral into negative thoughts (again). i think that depending on where you come from, what your experience are and your personality that it effects your intelligence and especially if you´re experincing a specific situation like a stressful one then it will automatically effect how you think and act. for example a few months back i reacted to something stressful in an emotional way when i was already pretty fragile (mentally) and later on and today i reflected on that situation when i was more stable and think to myself i could have handled it a bit better but at the same time that the outcome would have been the same and in that moment it was important to me to show my honest emotions. from what i learned from that situation is that showing your emotions is not wrong but sometimes it depends on the situation when and how you show them as unfortunately it caused me more trouble then it caused me good even if i got some responses which were more positive then i would have expected. if i have had to judge myself i´d say i´m more on the emotional site but as i said i´m also learning how to regulate my emotions so they don´t always take over my way of thinking and how i react but instead of undermining them i accept them and trying to find balance with my logical thinking and problem solving skills.",0.17641277641277642,Positive,6,Relatable
Ugw2CirUa1vk9_pirbt4AaABAg,aK-8RoZ7qNw,"""We don't know what we don't know""

-Psych2Go 2026

jokes aside though i really loved the video especially the last part where not knowing something can actually be fine since society does make it feel like we need to know everything when in a certain level",2026-09-12T07:38:45Z,"""we don't know what we don't know"" -psych2go 2026 jokes aside though i really loved the video especially the last part where not knowing something can actually be fine since society does make it feel like we need to know everything when in a certain level",0.2661904761904762,Positive,2,Neutral
Ugy_ZLa9q2vccqYQ3XF4AaABAg,aK-8RoZ7qNw,I always wondered with this thanks for the video 💕,2026-09-12T07:37:54Z,i always wondered with this thanks for the video 💕,0.2,Positive,0,Neutral
UgytvoIZEkMasumjxIh4AaABAg,aK-8RoZ7qNw,Demon slayer mentioned 😂..,2026-09-12T07:37:38Z,demon slayer mentioned 😂..,0.0,Neutral,0,Neutral
UgwhjzCGric65NebCid4AaABAg,aK-8RoZ7qNw,Got the notification as i was studying and doing question i am stuck on from days😂,2026-09-12T07:31:21Z,got the notification as i was studying and doing question i am stuck on from days😂,0.0,Neutral,0,Neutral
Ugz0M_LTekYXTZ4tI_J4AaABAg,aK-8RoZ7qNw,"Hey, this video actually helping me to remembering the signs of myself. Well, even though I sometimes got labeled ""smart"" by my teachers, and friends in school, but I also still showing up this sign, almost everyday. But the unique thing is, I also almost aware of what I did, and what I do, is actually unnecesarry, and just stupid once I rethinking about it. But then no longer afterward, I usually repeated the same stupidness I've done. Y'know, being aware of what to did is wrong and still doing it is kinda a torture for myself, and probably for everyone else here, anyway thank you for anyone who reading my comment, I hope your days got blessed ❤",2026-09-12T07:28:22Z,"hey, this video actually helping me to remembering the signs of myself. well, even though i sometimes got labeled ""smart"" by my teachers, and friends in school, but i also still showing up this sign, almost everyday. but the unique thing is, i also almost aware of what i did, and what i do, is actually unnecesarry, and just stupid once i rethinking about it. but then no longer afterward, i usually repeated the same stupidness i've done. y'know, being aware of what to did is wrong and still doing it is kinda a torture for myself, and probably for everyone else here, anyway thank you for anyone who reading my comment, i hope your days got blessed ❤",-0.060064935064935064,Negative,5,Relatable
UgxBYXZkl0inWedDEhB4AaABAg,aK-8RoZ7qNw,"Even tho it doesn't really matter if u have low intelligence or not
Ur still ur self!!!",2026-09-12T07:14:40Z,even tho it doesn't really matter if u have low intelligence or not ur still ur self!!!,0.1,Positive,0,Neutral
Ugymut9RDgeHBBxVMYR4AaABAg,aK-8RoZ7qNw,Really interesting perspective on cognitive rigidity and intelligence. The distinction between knowing things and being able to reconsider our thinking is especially thought provoking. Great video!,2026-09-12T07:04:29Z,really interesting perspective on cognitive rigidity and intelligence. the distinction between knowing things and being able to reconsider our thinking is especially thought provoking. great video!,0.5,Positive,0,Neutral
UgzvAL0Mtu23RskyRC94AaABAg,aK-8RoZ7qNw,"Phew... I have non of these traits. To tell the truth, I was nervous for a moment...
One day, a few years ago, my mother suddenly handed me an online IQ test and I immediately started solving it. Since that day, there was a place in my mind reserved for the number 136. I was a little disappointed, because I grew up thinking I was a genius and in reality I was only close to scraping the title.
So close... But I guess that's the effect of the IQ test you mentioned in the video. Because since that day, I started to notice that I'm occasionally looking down on some people strongly in my mind. And I used to criticize myself harshly for any mistake or mismatch I would cause, because I'm no exception.
In fact, what drove me to watch this video was to make sure I don't get too arrogant about myself and also because I wanted to support this channel a little more, but also because I've been struggling with my math studies very much (possibly lagging behind most other students in my university) and I wanted to check if I might really be not as smart as I thought I should be, even though I know (by experience) most people around me can't even comprehend what I've been able to achieve. But I see that this wasn't the intention of this video.
I used to think I need to be perfect to be valuable. No one told me that this way, this is just how I felt. But gladly, I already learned that it's not true.
These days I try to find the balance of how much I can value myself in different aspects in life, including intelligence of course. But one thing I learned about finding balance in life (in general) is that it's hard. Sometimes it feels like walking on thin ice. I don't always know what to do. But as much as I dislike it, that's life, so as long as I choose to stay on this planet (and that's no trivial choice, which is a different story be the way), I keep trying.
And just to be clear, I'm not trying to brag or belittle anyone in this comment, I'm only telling some of my story.
This comment got longer than I expected it to be (again), so to conclude it all; I brought some old insecurity into watching this video, felt lucky not to fall on any of the traits mentioned and I understand that I don't have to be perfect and I'm not a failure, although I should still be careful not to get ahead of myself.",2026-09-12T07:00:50Z,"phew... i have non of these traits. to tell the truth, i was nervous for a moment... one day, a few years ago, my mother suddenly handed me an online iq test and i immediately started solving it. since that day, there was a place in my mind reserved for the number 136. i was a little disappointed, because i grew up thinking i was a genius and in reality i was only close to scraping the title. so close... but i guess that's the effect of the iq test you mentioned in the video. because since that day, i started to notice that i'm occasionally looking down on some people strongly in my mind. and i used to criticize myself harshly for any mistake or mismatch i would cause, because i'm no exception. in fact, what drove me to watch this video was to make sure i don't get too arrogant about myself and also because i wanted to support this channel a little more, but also because i've been struggling with my math studies very much (possibly lagging behind most other students in my university) and i wanted to check if i might really be not as smart as i thought i should be, even though i know (by experience) most people around me can't even comprehend what i've been able to achieve. but i see that this wasn't the intention of this video. i used to think i need to be perfect to be valuable. no one told me that this way, this is just how i felt. but gladly, i already learned that it's not true. these days i try to find the balance of how much i can value myself in different aspects in life, including intelligence of course. but one thing i learned about finding balance in life (in general) is that it's hard. sometimes it feels like walking on thin ice. i don't always know what to do. but as much as i dislike it, that's life, so as long as i choose to stay on this planet (and that's no trivial choice, which is a different story be the way), i keep trying. and just to be clear, i'm not trying to brag or belittle anyone in this comment, i'm only telling some of my story. this comment got longer than i expected it to be (again), so to conclude it all; i brought some old insecurity into watching this video, felt lucky not to fall on any of the traits mentioned and i understand that i don't have to be perfect and i'm not a failure, although i should still be careful not to get ahead of myself.",0.0827798663324979,Positive,6,Relatable
UgyQU83YEIBYcFPsHI94AaABAg,aK-8RoZ7qNw,I would love to accept this as a list but some of these points can be overshadowed because of beliefs only and that can be something limiting your intelligence rather than showing you have a low intelligence I believe.,2026-09-12T06:59:05Z,i would love to accept this as a list but some of these points can be overshadowed because of beliefs only and that can be something limiting your intelligence rather than showing you have a low intelligence i believe.,0.16666666666666666,Positive,0,Neutral
UgyZ9xPXOWoEDzeMC6l4AaABAg,aK-8RoZ7qNw,"I would maybe rephrase it to something like ""how to have more cognitive flexibility"" or something else that would indicate that it improves intelligence relative skills. All people and beings with brains (and some that don't) have a level of intelligence and unless there is some clever trick here I'm not seeing I would think the more inflexible and defensive a person was the more likely they would be to not watch the video. Generally patterns of productivity involving negation seem to be an ineffective therapeutic approach. I think it's very apparent that the topics in the video are productive but a reaction proving the statement of the title by being rejected out of hand would not be.",2026-09-12T06:49:51Z,"i would maybe rephrase it to something like ""how to have more cognitive flexibility"" or something else that would indicate that it improves intelligence relative skills. all people and beings with brains (and some that don't) have a level of intelligence and unless there is some clever trick here i'm not seeing i would think the more inflexible and defensive a person was the more likely they would be to not watch the video. generally patterns of productivity involving negation seem to be an ineffective therapeutic approach. i think it's very apparent that the topics in the video are productive but a reaction proving the statement of the title by being rejected out of hand would not be.",0.1535185185185185,Positive,0,Neutral
UgzgoX-5SFWVa1IDNkh4AaABAg,aK-8RoZ7qNw,"4:36 how might they interpretED? interpret IT? or am I wrong? ;)
anyway, good video",2026-09-12T06:45:59Z,"4:36 how might they interpreted? interpret it? or am i wrong? ;) anyway, good video",0.15,Positive,0,Neutral
UgybLeN4uzxSbHuktYF4AaABAg,aK-8RoZ7qNw,"I am so smart
I am so smart
S-M-R-T
I mean, S-M-A-R-T",2026-09-12T06:40:23Z,"i am so smart i am so smart s-m-r-t i mean, s-m-a-r-t",0.038690476190476185,Positive,0,Neutral
UgyOk9jz782zTVmjRd14AaABAg,aK-8RoZ7qNw,"There was this guy Mel Gibson, and he addressed a woman physically, and that taught me how to do things, when someone does things mentally, I might react physically.",2026-09-12T06:22:24Z,"there was this guy mel gibson, and he addressed a woman physically, and that taught me how to do things, when someone does things mentally, i might react physically.",-0.03333333333333333,Negative,0,Neutral
UgyFqA1T8W6Ih9eYWqZ4AaABAg,aK-8RoZ7qNw,Intelligence isn't just one thing. 👍 A lot of people don't know that even IQ tests give an average of multiple kinds of intelligence.,2026-09-12T06:22:03Z,intelligence isn't just one thing. 👍 a lot of people don't know that even iq tests give an average of multiple kinds of intelligence.,-0.075,Negative,0,Neutral
UgxIzuBPIl1F34bfYLh4AaABAg,aK-8RoZ7qNw,Miss psychology I usually do things like Mel Gibson when it comes to addressing certain things sometimes I'm getting physical.,2026-09-12T06:20:59Z,miss psychology i usually do things like mel gibson when it comes to addressing certain things sometimes i'm getting physical.,-0.01190476190476191,Negative,0,Neutral
UgzsdvDsHVlQd_RPWYF4AaABAg,aK-8RoZ7qNw,"I know that I know nothing 
~`Socrates",2026-09-12T06:18:38Z,i know that i know nothing ~`socrates,0.0,Neutral,0,Neutral
Ugy3jDkQzvQARu43cF94AaABAg,aK-8RoZ7qNw,"I really like how this video flips the usual idea around. So many videos focus on the signs that you’re intelligent, but exploring the opposite perspective is surprisingly rare. It really shows what makes this channel different and what it’s all about.",2026-09-12T06:13:30Z,"i really like how this video flips the usual idea around. so many videos focus on the signs that you’re intelligent, but exploring the opposite perspective is surprisingly rare. it really shows what makes this channel different and what it’s all about.",0.21875,Positive,0,Neutral
UgwSoq1evu4tn8fmVy94AaABAg,aK-8RoZ7qNw,"Ahhhhh, I see, you put 7 in the title so that it gains more views, even though there are 8 signs in total",2026-09-12T06:12:53Z,"ahhhhh, i see, you put 7 in the title so that it gains more views, even though there are 8 signs in total",0.25,Positive,0,Neutral
UgxwygwYt0UAxattLBd4AaABAg,aK-8RoZ7qNw,"So, generally, to be considered intelligent, or have a higher amount of it, you need to be flexible with your opinions and worldview? I DISSAGR-


Great video by the way!!! 💜💜💜",2026-09-12T06:12:39Z,"so, generally, to be considered intelligent, or have a higher amount of it, you need to be flexible with your opinions and worldview? i dissagr- great video by the way!!! 💜💜💜",0.525,Positive,0,Neutral
UgxogUmnrMNPlC5F0b14AaABAg,aK-8RoZ7qNw,Intelligence isn't about one thing,2026-09-12T05:40:43Z,intelligence isn't about one thing,0.0,Neutral,0,Neutral
UgxyBB9nzhd65LpXzOJ4AaABAg,aK-8RoZ7qNw,"Finally, a video to put me in my place",2026-09-12T05:35:36Z,"finally, a video to put me in my place",0.0,Neutral,0,Neutral
UgzHGjkFX4ol-00iY2F4AaABAg,aK-8RoZ7qNw,I may be dumb but also happy .w.,2026-09-12T05:30:34Z,i may be dumb but also happy .w.,0.21250000000000002,Positive,0,Neutral
UgzDYL7hIAJ_X7rFY1t4AaABAg,aK-8RoZ7qNw,Interesting I notice a mix of these signs in myself. Guess I have work to do,2026-09-12T05:27:27Z,interesting i notice a mix of these signs in myself. guess i have work to do,0.5,Positive,2,Neutral
UgxBsYvkYFOm_S_eQ6F4AaABAg,aK-8RoZ7qNw,"حكمة الإمام علي صلوات الله عليه: ""لا يستحِ أحد منكم أن يقول لا أعلم."" 
The wisdom of imam Ali peace be upon him: ""Don't be ashamed to say I don't know"".",2026-09-12T04:58:59Z,"حكمة الإمام علي صلوات الله عليه: ""لا يستحِ أحد منكم أن يقول لا أعلم."" the wisdom of imam ali peace be upon him: ""don't be ashamed to say i don't know"".",0.0,Neutral,0,Neutral
Ugyvpn0J5PXeBQXQDap4AaABAg,aK-8RoZ7qNw,IQ doesnt matter as long as you try your best and continue learning new things,2026-09-12T04:47:22Z,iq doesnt matter as long as you try your best and continue learning new things,0.3621212121212121,Positive,0,Neutral
UgyYM8nlicrTXZ9T5V94AaABAg,aK-8RoZ7qNw,"Yes it’s very important to recodnize when you are wrong but remember not to throw away things only because someone said it was wrong!! I think that is a real temptation. There are some things you should never throw away  because they are what truely matter in life. And those are the goals that you learn things for. That’s what you do the prosses of reconizing when you are wrong and your lack of knowlage for. So that you can be closer to what truely matters. That is why I care about God and truth and love. Yeah, seeking truth is a means to an end but truth itself is also an end.",2026-09-12T04:39:52Z,"yes it’s very important to recodnize when you are wrong but remember not to throw away things only because someone said it was wrong!! i think that is a real temptation. there are some things you should never throw away because they are what truely matter in life. and those are the goals that you learn things for. that’s what you do the prosses of reconizing when you are wrong and your lack of knowlage for. so that you can be closer to what truely matters. that is why i care about god and truth and love. yeah, seeking truth is a means to an end but truth itself is also an end.",0.015416666666666658,Positive,0,Neutral
UgxnTEaMWixuWDRHjiV4AaABAg,aK-8RoZ7qNw,Oh wow,2026-09-12T04:34:55Z,oh wow,0.1,Positive,0,Neutral
Ugwrw9Ax4d8IAfziAzl4AaABAg,aK-8RoZ7qNw,I love this!!,2026-09-12T04:32:29Z,i love this!!,0.78125,Positive,0,Neutral
UgzNPTMbp9VPh9lK9rZ4AaABAg,aK-8RoZ7qNw,"Low IQ is not who you are. This video is about recodnizing it if you choose so that you can be high iq. That is how someone becomes high iq in the first place, by looking at themselves and seeing how they can grow❤️",2026-09-12T04:32:22Z,"low iq is not who you are. this video is about recodnizing it if you choose so that you can be high iq. that is how someone becomes high iq in the first place, by looking at themselves and seeing how they can grow❤️",0.14250000000000002,Positive,0,Neutral
Ugz1hpQp5HTdvhE7joV4AaABAg,aK-8RoZ7qNw,"With the black and white one, it is talkinga bout the importance of not thinking someone is all the way good without any bad or all the eay bad without any good. But what I would avoid is when people label things that are accually bad as “grey area”.  I think it’s the princables behind actions that re more black and white. Well I think that doing something because you are seeking love and truth is white and doing something because being overcome by social pressure or vices or not letting yourself grow is black. And we as humans will be usually trying to gof rthe white while the black gets at us sometimes because it can be hard. So sometimes something starts as white but becomes black. Like trying to underdtand emotions of others to be more compassionate but then you get overcome by anger and you start using it against them.",2026-09-12T04:20:36Z,"with the black and white one, it is talkinga bout the importance of not thinking someone is all the way good without any bad or all the eay bad without any good. but what i would avoid is when people label things that are accually bad as “grey area”. i think it’s the princables behind actions that re more black and white. well i think that doing something because you are seeking love and truth is white and doing something because being overcome by social pressure or vices or not letting yourself grow is black. and we as humans will be usually trying to gof rthe white while the black gets at us sometimes because it can be hard. so sometimes something starts as white but becomes black. like trying to underdtand emotions of others to be more compassionate but then you get overcome by anger and you start using it against them.",-0.0704861111111111,Negative,2,Neutral
UgwnHuJID_oWWhIfxjd4AaABAg,aK-8RoZ7qNw,"for autistic who turn psychopathic , subverting ethical norms can be reason enough. Yet, even a heart as cold as psychopaths have been at some point warm. Serial killers are created the same way as everyone else, but many things go wrong in the process. It's been long debated whether nature or nurture, genetics or upbringing causes psychopathy.
But nature and nurture are not in competition. They're partners. Together, they generate the antisocial traits that define the disorder. The answer, then, is both. first autism genetics then trauma = which causes, among other psychopathic benchmarks, hypersexuality and violent impulses.
However, this genetic defect does not necessitate criminal behavior. Most people with Autismus deficiency do not become killers. This requires an extra push. 2. Trauma. Here is where nurture comes into play. A handful of psychopathic murderers sustained traumatic injuries when they were children, = and yb the way i know you of psych2go are morons so you do this lol you relize you lack all intelligence i destroy you",2026-09-12T04:19:44Z,"for autistic who turn psychopathic , subverting ethical norms can be reason enough. yet, even a heart as cold as psychopaths have been at some point warm. serial killers are created the same way as everyone else, but many things go wrong in the process. it's been long debated whether nature or nurture, genetics or upbringing causes psychopathy. but nature and nurture are not in competition. they're partners. together, they generate the antisocial traits that define the disorder. the answer, then, is both. first autism genetics then trauma = which causes, among other psychopathic benchmarks, hypersexuality and violent impulses. however, this genetic defect does not necessitate criminal behavior. most people with autismus deficiency do not become killers. this requires an extra push. 2. trauma. here is where nurture comes into play. a handful of psychopathic murderers sustained traumatic injuries when they were children, = and yb the way i know you of psych2go are morons so you do this lol you relize you lack all intelligence i destroy you",-0.04583333333333333,Negative,3,Relatable
